,num_bikes_available,is_installed,last_reported,station_id,eightd_has_available_keys,station_status,num_docks_available,num_ebikes_available,num_bikes_disabled,is_returning,legacy_id,is_renting,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
223,2,True,2020-08-04 20:01:14+00:00,332,False,active,13,0,0,True,332,True,0,,,2020-08-04 20:16:00,2020
224,23,True,2020-08-04 17:12:19+00:00,333,False,active,2,0,0,True,333,True,0,,,2020-08-04 20:16:00,2020
225,13,True,2020-08-04 20:08:21+00:00,334,False,active,6,0,0,True,334,True,0,,,2020-08-04 20:16:00,2020
226,3,True,2020-08-04 19:44:28+00:00,335,False,active,16,0,0,True,335,True,0,,,2020-08-04 20:16:00,2020
227,14,True,2020-08-04 18:53:10+00:00,336,False,active,1,0,0,True,336,True,0,,,2020-08-04 20:16:00,2020
228,13,True,2020-08-04 18:12:51+00:00,337,False,active,2,0,0,True,337,True,0,,,2020-08-04 20:16:00,2020
229,1,True,2020-08-04 19:20:04+00:00,338,False,active,14,0,0,True,338,True,0,,,2020-08-04 20:16:00,2020
230,10,True,2020-08-04 18:30:52+00:00,339,False,active,5,0,0,True,339,True,0,,,2020-08-04 20:16:00,2020
231,16,True,2020-08-04 17:02:48+00:00,340,False,active,3,0,0,True,340,True,0,,,2020-08-04 20:16:00,2020
232,5,True,2020-08-04 19:49:02+00:00,341,True,active,10,0,0,True,341,True,0,,,2020-08-04 20:16:00,2020
233,8,True,2020-08-04 20:14:17+00:00,342,False,active,5,0,2,True,342,True,0,,,2020-08-04 20:16:00,2020
234,6,True,2020-08-04 19:00:47+00:00,343,False,active,9,0,0,True,343,True,0,,,2020-08-04 20:16:00,2020
235,1,True,2020-08-04 19:32:44+00:00,344,False,active,18,0,0,True,344,True,0,,,2020-08-04 20:16:00,2020
236,11,True,2020-08-04 20:00:33+00:00,345,False,active,7,0,1,True,345,True,0,,,2020-08-04 20:16:00,2020
237,0,True,2020-08-04 20:01:12+00:00,346,False,active,15,0,0,True,346,True,0,,,2020-08-04 20:16:00,2020
238,5,True,2020-08-04 18:55:15+00:00,347,False,active,10,0,0,True,347,True,0,,,2020-08-04 20:16:00,2020
239,13,True,2020-08-04 18:40:01+00:00,348,False,active,2,0,0,True,348,True,0,,,2020-08-04 20:16:00,2020
240,10,True,2020-08-04 01:02:05+00:00,349,True,active,7,0,0,True,349,True,0,,,2020-08-04 20:16:00,2020
241,4,True,2020-08-04 18:39:49+00:00,350,False,active,13,0,0,True,350,True,0,,,2020-08-04 20:16:00,2020
242,8,True,2020-08-04 19:00:32+00:00,351,False,active,4,0,3,True,351,True,0,,,2020-08-04 20:16:00,2020
243,3,True,2020-08-04 19:51:33+00:00,352,False,active,12,0,0,True,352,True,0,,,2020-08-04 20:16:00,2020
244,8,True,2020-08-04 18:26:56+00:00,353,True,active,7,0,0,True,353,True,0,,,2020-08-04 20:16:00,2020
245,4,True,2020-08-04 20:05:36+00:00,354,False,active,11,0,0,True,354,True,0,,,2020-08-04 20:16:00,2020
246,9,True,2020-08-04 20:05:31+00:00,355,False,active,8,0,0,True,355,True,0,,,2020-08-04 20:16:00,2020
247,14,True,2020-08-04 20:09:49+00:00,356,False,active,9,0,0,True,356,True,0,,,2020-08-04 20:16:00,2020
248,11,True,2020-08-04 20:08:33+00:00,357,False,active,4,0,0,True,357,True,0,,,2020-08-04 20:16:00,2020
249,13,True,2020-08-04 17:10:35+00:00,358,False,active,6,0,0,True,358,True,0,,,2020-08-04 20:16:00,2020
250,3,True,2020-08-04 20:13:29+00:00,359,False,active,12,0,0,True,359,True,0,,,2020-08-04 20:16:00,2020
251,2,True,2020-08-04 18:17:13+00:00,360,False,active,13,0,0,True,360,True,0,,,2020-08-04 20:16:00,2020
252,4,True,2020-08-04 19:55:25+00:00,361,False,active,15,0,0,True,361,True,0,,,2020-08-04 20:16:00,2020
253,17,True,2020-08-04 19:50:15+00:00,362,False,active,2,0,0,True,362,True,0,,,2020-08-04 20:16:00,2020
254,10,True,2020-08-04 19:52:59+00:00,363,False,active,9,0,0,True,363,True,0,,,2020-08-04 20:16:00,2020
255,6,True,2020-08-04 20:04:02+00:00,364,False,active,13,0,0,True,364,True,0,,,2020-08-04 20:16:00,2020
256,0,True,2020-08-04 20:03:27+00:00,365,False,active,18,0,1,True,365,True,0,,,2020-08-04 20:16:00,2020
257,3,True,2020-08-04 20:03:53+00:00,366,False,active,12,0,0,True,366,True,0,,,2020-08-04 20:16:00,2020
258,8,True,2020-08-04 20:06:45+00:00,367,False,active,11,0,0,True,367,True,0,,,2020-08-04 20:16:00,2020
259,2,True,2020-08-04 19:32:05+00:00,368,False,active,12,0,1,True,368,True,0,,,2020-08-04 20:16:00,2020
260,8,True,2020-08-04 20:15:47+00:00,369,False,active,7,0,0,True,369,True,0,,,2020-08-04 20:16:00,2020
261,9,True,2020-08-04 20:07:45+00:00,370,False,active,10,0,0,True,370,True,0,,,2020-08-04 20:16:00,2020
262,13,True,2020-08-04 16:52:53+00:00,371,False,active,6,0,0,True,371,True,0,,,2020-08-04 20:16:00,2020
263,5,True,2020-08-04 20:08:32+00:00,372,False,active,14,0,0,True,372,True,0,,,2020-08-04 20:16:00,2020
264,11,True,2020-08-04 18:26:55+00:00,373,False,active,4,0,0,True,373,True,0,,,2020-08-04 20:16:00,2020
265,15,True,2020-08-04 20:10:06+00:00,374,False,active,4,0,0,True,374,True,0,,,2020-08-04 20:16:00,2020
266,0,True,2020-08-04 19:07:18+00:00,376,False,active,15,0,0,True,376,True,0,,,2020-08-04 20:16:00,2020
267,5,True,2020-08-04 18:49:58+00:00,377,False,active,14,0,0,True,377,True,0,,,2020-08-04 20:16:00,2020
268,11,True,2020-08-04 20:15:41+00:00,378,False,active,8,0,0,True,378,True,0,,,2020-08-04 20:16:00,2020
269,2,True,2020-08-04 19:37:33+00:00,379,False,active,13,0,0,True,379,True,0,,,2020-08-04 20:16:00,2020
270,12,True,2020-08-04 20:14:17+00:00,380,False,active,6,0,0,True,380,True,0,,,2020-08-04 20:16:00,2020
271,13,True,2020-08-04 20:08:16+00:00,381,False,active,6,0,0,True,381,True,0,,,2020-08-04 20:16:00,2020
272,6,True,2020-08-04 20:07:27+00:00,384,True,active,13,0,0,True,384,True,0,,,2020-08-04 20:16:00,2020
273,6,True,2020-08-04 20:11:57+00:00,385,False,active,6,0,2,True,385,True,1,,,2020-08-04 20:16:00,2020
274,8,True,2020-08-04 19:39:33+00:00,386,False,active,11,0,0,True,386,True,0,,,2020-08-04 20:16:00,2020
275,10,True,2020-08-04 19:16:02+00:00,387,False,active,5,0,0,True,387,True,0,,,2020-08-04 20:16:00,2020
276,4,True,2020-08-04 11:37:15+00:00,388,False,active,7,0,0,True,388,True,0,,,2020-08-04 20:16:00,2020
277,13,True,2020-08-04 17:32:40+00:00,389,False,active,1,0,0,True,389,True,0,,,2020-08-04 20:16:00,2020
278,13,True,2020-08-04 18:26:07+00:00,390,False,active,2,0,0,True,390,True,0,,,2020-08-04 20:16:00,2020
279,11,True,2020-08-04 16:04:42+00:00,391,False,active,4,0,0,True,391,True,0,,,2020-08-04 20:16:00,2020
280,8,True,2020-08-04 19:32:18+00:00,392,False,active,7,0,0,True,392,True,0,,,2020-08-04 20:16:00,2020
281,6,True,2020-08-04 08:55:15+00:00,393,False,active,9,0,0,True,393,True,0,,,2020-08-04 20:16:00,2020
282,1,True,2020-08-04 18:37:46+00:00,394,False,active,13,0,0,True,394,True,0,,,2020-08-04 20:16:00,2020
283,11,True,2020-08-04 18:15:15+00:00,395,False,active,4,0,0,True,395,True,0,,,2020-08-04 20:16:00,2020
284,12,True,2020-08-04 08:56:09+00:00,396,False,active,3,0,0,True,396,True,0,,,2020-08-04 20:16:00,2020
285,4,True,2020-08-04 19:19:21+00:00,397,False,active,11,0,0,True,397,True,0,,,2020-08-04 20:16:00,2020
286,7,True,2020-08-04 20:13:46+00:00,398,False,active,12,0,0,True,398,True,0,,,2020-08-04 20:16:00,2020
287,10,True,2020-08-04 19:59:39+00:00,399,False,active,5,0,0,True,399,True,0,,,2020-08-04 20:16:00,2020
288,7,True,2020-08-04 16:58:14+00:00,400,False,active,19,0,1,True,400,True,0,,,2020-08-04 20:16:00,2020
289,9,True,2020-08-04 18:22:52+00:00,401,False,active,6,0,0,True,401,True,0,,,2020-08-04 20:16:00,2020
290,1,True,2020-08-04 19:54:26+00:00,402,False,active,14,0,0,True,402,True,0,,,2020-08-04 20:16:00,2020
291,7,True,2020-08-04 20:15:10+00:00,403,False,active,7,0,1,True,403,True,0,,,2020-08-04 20:16:00,2020
292,7,True,2020-08-04 20:00:01+00:00,404,False,active,9,0,0,True,404,True,0,,,2020-08-04 20:16:00,2020
293,16,True,2020-08-04 18:34:44+00:00,405,False,active,3,0,0,True,405,True,0,,,2020-08-04 20:16:00,2020
294,13,True,2020-08-04 12:43:27+00:00,406,False,active,2,0,0,True,406,True,0,,,2020-08-04 20:16:00,2020
295,6,True,2020-08-04 16:51:36+00:00,407,False,active,13,0,0,True,407,True,0,,,2020-08-04 20:16:00,2020
296,3,True,2020-08-04 17:22:49+00:00,408,False,active,12,0,0,True,408,True,0,,,2020-08-04 20:16:00,2020
297,11,True,2020-08-04 20:05:06+00:00,409,False,active,8,0,0,True,409,True,0,,,2020-08-04 20:16:00,2020
298,15,True,2020-08-04 19:17:28+00:00,410,False,active,4,0,0,True,410,True,0,,,2020-08-04 20:16:00,2020
299,12,True,2020-08-04 17:12:25+00:00,411,False,active,3,0,0,True,411,True,0,,,2020-08-04 20:16:00,2020
300,6,True,2020-08-04 20:12:12+00:00,412,False,active,13,0,0,True,412,True,0,,,2020-08-04 20:16:00,2020
301,13,True,2020-08-04 20:06:00+00:00,413,False,active,6,0,0,True,413,True,0,,,2020-08-04 20:16:00,2020
302,2,True,2020-08-04 18:17:57+00:00,414,False,active,21,0,0,True,414,True,0,,,2020-08-04 20:16:00,2020
303,18,True,2020-08-04 20:08:18+00:00,415,False,active,1,0,0,True,415,True,0,,,2020-08-04 20:16:00,2020
304,7,True,2020-08-04 20:05:26+00:00,416,False,active,7,0,1,True,416,True,0,,,2020-08-04 20:16:00,2020
305,5,True,2020-08-04 20:14:31+00:00,417,False,active,14,0,0,True,417,True,0,,,2020-08-04 20:16:00,2020
306,10,True,2020-08-04 19:25:47+00:00,419,False,active,5,0,0,True,419,True,0,,,2020-08-04 20:16:00,2020
307,0,False,1970-01-02 00:00:00+00:00,420,False,out_of_service,0,0,0,False,420,False,0,,,2020-08-04 20:16:00,1970
308,12,True,2020-08-04 12:11:15+00:00,421,False,active,6,0,1,True,421,True,0,,,2020-08-04 20:16:00,2020
309,13,True,2020-08-04 18:47:11+00:00,422,False,active,2,0,0,True,422,True,0,,,2020-08-04 20:16:00,2020
310,8,True,2020-08-04 20:13:48+00:00,423,False,active,11,0,0,True,423,True,0,,,2020-08-04 20:16:00,2020
311,4,True,2020-08-04 17:41:46+00:00,424,False,active,15,0,0,True,424,True,0,,,2020-08-04 20:16:00,2020
312,0,True,2020-08-04 10:32:00+00:00,425,False,active,16,0,0,True,425,True,0,,,2020-08-04 20:16:00,2020
313,7,True,2020-08-04 20:15:40+00:00,426,False,active,20,0,0,True,426,True,0,,,2020-08-04 20:16:00,2020
314,2,True,2020-08-04 17:25:29+00:00,427,False,active,17,0,0,True,427,True,0,,,2020-08-04 20:16:00,2020
315,17,True,2020-08-04 19:08:48+00:00,428,False,active,2,0,0,True,428,True,0,,,2020-08-04 20:16:00,2020
316,17,True,2020-08-04 14:55:40+00:00,430,False,active,2,0,0,True,430,True,0,,,2020-08-04 20:16:00,2020
317,1,True,2020-08-04 16:08:38+00:00,431,False,active,14,0,0,True,431,True,0,,,2020-08-04 20:16:00,2020
318,7,True,2020-08-04 15:44:55+00:00,432,False,active,12,0,0,True,432,True,0,,,2020-08-04 20:16:00,2020
319,0,True,2020-08-04 15:16:13+00:00,433,False,active,19,0,0,True,433,True,0,,,2020-08-04 20:16:00,2020
320,4,True,2020-08-04 15:00:23+00:00,434,False,active,15,0,0,True,434,True,0,,,2020-08-04 20:16:00,2020
321,15,True,2020-08-04 18:39:43+00:00,435,False,active,0,0,0,True,435,True,0,,,2020-08-04 20:16:00,2020
322,3,True,2020-08-04 18:36:54+00:00,436,False,active,10,0,2,True,436,True,0,,,2020-08-04 20:16:00,2020
323,15,True,2020-08-04 20:14:19+00:00,437,False,active,3,0,1,True,437,True,0,,,2020-08-04 20:16:00,2020
324,13,True,2020-08-04 19:43:04+00:00,440,False,active,4,0,0,True,440,True,0,,,2020-08-04 20:16:00,2020
325,15,True,2020-08-04 19:59:41+00:00,441,False,active,3,0,1,True,441,True,0,,,2020-08-04 20:16:00,2020
326,4,True,2020-08-04 12:37:57+00:00,442,False,active,11,0,0,True,442,True,0,,,2020-08-04 20:16:00,2020
327,2,True,2020-08-04 08:56:51+00:00,443,False,active,17,0,0,True,443,True,0,,,2020-08-04 20:16:00,2020
328,15,True,2020-08-04 20:09:07+00:00,445,False,active,4,0,0,True,445,True,0,,,2020-08-04 20:16:00,2020
329,6,True,2020-08-04 19:36:40+00:00,446,False,active,5,0,1,True,446,True,0,,,2020-08-04 20:16:00,2020
330,0,True,2020-08-04 08:59:54+00:00,447,False,active,19,0,0,True,447,True,0,,,2020-08-04 20:16:00,2020
331,2,True,2020-08-04 19:23:50+00:00,448,False,active,9,0,0,True,448,True,0,,,2020-08-04 20:16:00,2020
332,0,False,1970-01-02 00:00:00+00:00,449,False,out_of_service,0,0,0,True,449,True,0,,,2020-08-04 20:16:00,1970
333,2,True,2020-08-04 20:11:14+00:00,450,False,active,13,0,0,True,450,True,0,,,2020-08-04 20:16:00,2020
334,4,True,2020-08-04 19:59:14+00:00,451,False,active,9,0,2,True,451,True,0,,,2020-08-04 20:16:00,2020
335,7,True,2020-08-04 19:59:20+00:00,452,False,active,7,0,1,True,452,True,0,,,2020-08-04 20:16:00,2020
336,9,True,2020-08-04 19:17:18+00:00,453,False,active,6,0,0,True,453,True,0,,,2020-08-04 20:16:00,2020
337,9,True,2020-08-04 19:27:11+00:00,454,False,active,6,0,0,True,454,True,0,,,2020-08-04 20:16:00,2020
338,9,True,2020-08-04 18:50:01+00:00,455,False,active,3,0,0,True,455,True,0,,,2020-08-04 20:16:00,2020
